

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.



queryDateTime:2016-09-19T09:00:54PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA(deg)|DEC(deg)|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Distance (arcmin)|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
4124|SDSS J131108.05+000105.0|197.78354 |   0.01807 |!*|   -30|-0.000100 |    |19.45|  0.000|1|0|6|3|1|4|0
4125|SDSS J125900.76-014429.3|194.75320 |  -1.74149 |!*|   -30|-0.000100 |    |19.45|  0.000|1|0|6|3|1|4|0
4126|SDSS J131018.38-022530.3|197.57662 |  -2.42509 |!*|   -30|-0.000100 |    |19.45|  0.000|0|0|6|3|1|4|0
4127|2dFGRS N270Z020|207.75412 |  -0.92628 |!*|   -30|-0.000100 |    |17.35|  0.000|0|0|1|2|1|0|3
4128|SDSS J132915.75-015140.9|202.31566 |  -1.86138 |!*|   -30|-0.000100 |    |18.00|  0.000|1|0|10|3|1|3|0
4129|SDSS J131445.40-010953.8|198.68919 |  -1.16497 |!*|   -30|-0.000100 |    |18.24|  0.000|0|0|6|3|1|4|0
4130|2dFGRS N198Z239|202.15354 |  -2.44067 |!*|   -30|-0.000100 |    |18.46|  0.000|0|0|1|2|1|0|2
4131|2dFGRS N270Z003|208.13142 |  -1.13792 |!*|   -30|-0.000100 |    |18.52|  0.000|0|0|1|2|1|0|3
4132|2dFGRS N194Z202|198.83396 |  -2.65303 |!*|   -30|-0.000100 |    |18.65|  0.000|0|0|1|2|1|0|0
4133|GALEXASC J132557.89+002454.7  |201.49117 |   0.41539 |!*|   -30|-0.000100 |    |18.66|  0.000|0|0|5|3|1|0|4
4134|SDSS J131621.26-012044.1|199.08859 |  -1.34559 |!*|   -30|-0.000100 |    |18.72|  0.000|1|0|9|3|1|4|0
4135|SDSS J132627.29-021128.9|201.61374 |  -2.19137 |!*|   -30|-0.000100 |    |18.81|  0.000|0|0|6|3|1|4|0
4136|2dFGRS N196Z284|200.16967 |  -2.55578 |!*|   -30|-0.000100 |    |18.81|  0.000|0|0|1|2|1|0|2
4137|2dFGRS N329Z250|198.27217 |   0.41450 |!*|   -30|-0.000100 |    |18.90|  0.000|0|0|1|2|1|0|2
4138|2dFGRS N404Z087|206.97279 |   1.63869 |!*|   -30|-0.000100 |    |18.96|  0.000|0|0|1|2|1|0|6
4139|GALEXASC J131415.01+002051.4  |198.56267 |   0.34742 |!*|   -30|-0.000100 |    |18.97|  0.000|0|0|4|3|1|0|2
4140|GALEXASC J132436.07-021655.0  |201.15017 |  -2.28208 |!*|   -30|-0.000100 |    |19.06|  0.000|0|0|9|4|1|0|3
4141|SDSS J132551.71-013757.1|201.46547 |  -1.63255 |!*|   -30|-0.000100 |    |19.12|  0.000|1|0|6|3|1|4|0
4142|SDSS J134511.16+021151.0|206.29651 |   2.19751 |!*|   -30|-0.000100 |    |19.15|  0.000|0|0|8|3|1|4|0
4143|2dFGRS N260Z209|198.35000 |  -0.78639 |!*|   -30|-0.000100 |    |19.15|  0.000|1|0|1|2|1|0|3
4144|2dFGRS N195Z196|199.91258 |  -1.73050 |!*|   -30|-0.000100 |    |19.16|  0.000|0|0|1|2|1|0|4
4145|2dFGRS N337Z002|208.11812 |   0.89081 |!*|   -30|-0.000100 |:   |19.20|  0.000|0|0|1|2|1|0|3
4146|SDSS J135048.13-000444.8|207.70056 |  -0.07914 |G|   -30|-0.000100 |    |18.9g|  0.000|4|0|19|3|1|4|0
4147|SDSS J134903.43+020735.2|207.26433 |   2.12644 |!*|   -30|-0.000100 |    |19.23|  0.000|0|0|6|3|1|4|0
4148|SDSS J131854.43-015151.1|199.72683 |  -1.86422 |!*|   -30|-0.000100 |    |19.33|  0.000|1|0|6|3|1|4|0
4149|2dFGRS N197Z213|202.07304 |  -2.48078 |!*|   -30|-0.000100 |    |19.36|  0.000|0|0|1|2|1|0|3
4150|2dFGRS N405Z127|207.26896 |   1.70892 |!*|   -30|-0.000100 |    |19.42|  0.000|0|0|1|2|1|0|3
4151|2dFGRS N269Z031|207.49533 |  -1.22081 |!*|   -30|-0.000100 |    |19.44|  0.000|0|0|1|2|1|0|2
4152|2dFGRS N264Z004|201.98008 |  -1.27878 |!*|   -30|-0.000100 |    |19.46|  0.000|0|0|1|2|1|0|2
4153|SDSS J134902.19-001945.6|207.25915 |  -0.32934 |!*|   -30|-0.000100 |    |19.47|  0.000|0|0|6|3|1|4|0
4154|SDSS J131801.04-020240.9|199.50437 |  -2.04470 |!*|   -30|-0.000100 |    |19.52|  0.000|0|0|6|3|1|4|0
4155|2dFGRS N404Z040|207.38946 |   1.18617 |!*|   -30|-0.000100 |    |19.29|  0.000|0|0|1|2|1|0|4
4156|SDSS J134755.46-023747.6|206.98109 |  -2.62992 |!*|   -30|-0.000100 |    |18.24|  0.000|0|0|6|3|1|4|0
4157|SDSS J135906.59-013109.6|209.77749 |  -1.51936 |!*|   -30|-0.000100 |    |18.25|  0.000|0|0|6|3|1|4|0
4158|SDSS J140848.46+001418.9|212.20193 |   0.23860 |!*|   -30|-0.000100 |    |18.50|  0.000|0|0|6|3|1|4|0
4159|2dFGRS N340Z071|211.74083 |   0.09889 |!*|   -30|-0.000100 |    |18.62|  0.000|0|0|1|2|1|0|0
4160|2dFGRS N340Z010|212.11925 |   0.46744 |!*|   -30|-0.000100 |    |18.63|  0.000|0|0|1|2|1|0|4
4161|2dFGRS N274Z056|212.79675 |  -0.94794 |!*|   -30|-0.000100 |    |18.64|  0.000|0|0|1|2|1|0|3
4162|2dFGRS N273Z209|211.56575 |  -1.75347 |!*|   -30|-0.000100 |:   |18.67|  0.000|0|0|1|2|1|0|2
4163|2dFGRS N270Z212|208.39000 |  -1.57169 |!*|   -30|-0.000100 |    |18.72|  0.000|0|0|1|2|1|0|2
4164|2dFGRS N406Z055|209.85038 |   2.15572 |!*|   -30|-0.000100 |    |18.73|  0.000|0|0|1|2|1|0|2
4165|SDSS J140423.54-015025.8|211.09809 |  -1.84051 |!*|   -30|-0.000100 |    |18.76|  0.000|0|0|6|3|1|4|0
4166|2dFGRS N340Z024|212.02517 |   0.06219 |!*|   -30|-0.000100 |    |18.82|  0.000|1|0|1|2|1|0|2
4167|SDSS J140407.33-023731.8|211.03057 |  -2.62552 |!*|   -30|-0.000100 |    |18.96|  0.000|0|0|6|3|1|4|0
4168|SDSS J135522.84-005622.5|208.84518 |  -0.93961 |!*|   -30|-0.000100 |    |19.07|  0.000|0|0|6|3|1|4|0
4169|2dFGRS N340Z051|211.84083 |   0.17794 |!*|   -30|-0.000100 |    |19.08|  0.000|0|0|1|2|1|0|3
4170|2dFGRS N335Z143|205.06050 |   0.34528 |!*|   -30|-0.000100 |    |19.13|  0.000|0|0|1|2|1|0|4
4171|SDSS J134225.26-010529.3|205.60527 |  -1.09148 |!*|   -30|-0.000100 |    |19.15|  0.000|0|0|14|4|1|4|0
4172|2dFGRS N406Z185|209.13421 |   1.87181 |!*|   -30|-0.000100 |    |19.19|  0.000|0|0|1|2|1|0|3
4173|SDSS J140301.24+002928.9|210.75521 |   0.49136 |!*|   -30|-0.000100 |    |19.24|  0.000|0|0|6|3|1|4|0
4174|2dFGRS N268Z127|205.71662 |  -1.06575 |!*|   -30|-0.000100 |    |19.26|  0.000|0|0|1|2|1|0|2
4175|2dFGRS N338Z085|209.23692 |   0.39606 |!*|   -30|-0.000100 |    |19.30|  0.000|0|0|1|2|1|0|3
4176|2dFGRS N269Z129|207.96167 |  -1.42089 |!*|   -30|-0.000100 |    |19.39|  0.000|0|0|1|2|1|0|2
4177|SDSS J135502.40+020408.0|208.76003 |   2.06891 |!*|   -30|-0.000100 |    |19.43|  0.000|0|0|10|3|1|4|0
4178|2dFGRS N270Z148|208.77167 |  -0.94761 |!*|   -30|-0.000100 |    |19.45|  0.000|0|0|1|2|1|0|4
4179|2dFGRS N202Z193|207.49900 |  -2.27747 |!*|   -30|-0.000100 |    |19.45|  0.000|0|0|1|2|1|0|2
4180|2dFGRS N333Z231|203.23721 |  -0.07631 |!*|   -30|-0.000100 |    |19.45|  0.000|1|0|1|2|1|0|5
4181|2dFGRS N338Z094|209.16888 |  -0.05614 |!*|   -30|-0.000100 |    |19.47|  0.000|1|0|1|2|1|0|3
4182|2dFGRS N339Z014|210.82663 |   0.10883 |!*|   -30|-0.000100 |    |19.51|  0.000|1|0|1|2|1|0|4
4183|2dFGRS N202Z181|207.58546 |  -2.55919 |!*|   -30|-0.000100 |    |19.59|  0.000|0|0|1|2|1|0|2
4184|SDSS J145024.56+002608.9|222.60235 |   0.43582 |!*|   -30|-0.000100 |    |17.26|  0.000|0|0|14|4|1|4|0
4185|SDSS J145004.05+002109.9|222.51688 |   0.35276 |!*|   -30|-0.000100 |    |17.39|  0.000|0|0|13|4|1|4|0
4186|SDSS J144049.83-020203.9|220.20765 |  -2.03443 |!*|   -30|-0.000100 |:   |18.65|  0.000|0|0|14|4|1|4|0
4187|2dFGRS N210Z102|218.14196 |  -2.38594 |!*|   -30|-0.000100 |    |18.71|  0.000|0|0|1|2|1|0|4
4188|2dFGRS N345Z260|218.37225 |   0.02856 |!*|   -30|-0.000100 |:   |18.88|  0.000|1|0|1|2|1|0|4
4189|SDSS J144720.20-001903.6|221.83419 |  -0.31768 |!*|   -30|-0.000100 |    |18.98|  0.000|0|0|10|3|1|4|0
4190|SDSS J144726.91-002157.4|221.86214 |  -0.36597 |!*|   -30|-0.000100 |    |19.09|  0.000|0|0|10|3|1|4|0
4191|GALEXMSC J143405.23-004900.9  |218.52175 |  -0.81703 |!*|   -30|-0.000100 |    |19.09|  0.000|0|0|5|3|1|0|4
4192|2dFGRS N345Z266|218.31700 |  -0.02294 |!*|   -30|-0.000100 |:   |19.15|  0.000|0|0|1|2|1|0|5
4193|SDSS J144506.84+003038.6|221.27852 |   0.51072 |!*|   -30|-0.000100 |    |19.16|  0.000|0|0|6|3|1|4|0
4194|2dFGRS N282Z193|221.77754 |  -1.90981 |!*|   -30|-0.000100 |    |19.22|  0.000|0|0|1|2|1|0|4
4195|2dFGRS N279Z032|219.55167 |  -1.22853 |!*|   -30|-0.000100 |    |19.30|  0.000|0|0|1|2|1|0|4
4196|SDSS J143247.66-004049.8|218.19859 |  -0.68050 |!*|   -30|-0.000100 |    |19.32|  0.000|1|0|6|3|1|4|0
4197|2dFGRS N278Z121|217.54829 |  -1.58744 |!*|   -30|-0.000100 |    |19.35|  0.000|0|0|1|2|1|0|3
4198|GALEXASC J144012.08-003351.9  |220.05000 |  -0.56481 |!*|   -30|-0.000100 |    |19.40|  0.000|0|0|8|4|1|0|4
4199|2dFGRS N348Z064|221.52404 |   0.08331 |!*|   -30|-0.000100 |:   |19.54|  0.000|1|0|1|2|1|0|4
4200|GALEXASC J141259.42-001138.8  |213.24708 |  -0.19458 |!*|   -30|-0.000100 |    |19.58|  0.000|1|0|8|4|1|0|3
4201|2dFGRS N280Z231|219.41875 |  -1.93972 |!*|   -30|-0.000100 |:   |18.85|  0.000|0|0|1|2|1|0|3
4202|2dFGRS S899Z349|321.38258 | -68.22892 |!*|   -30|-0.000100 |    |17.24|  0.000|0|0|1|2|1|0|0
4203|2dFGRS S899Z643|321.78575 | -69.66489 |!*|   -30|-0.000100 |    |19.02|  0.000|0|0|1|2|1|0|0
4204|2dFGRS S899Z603|322.61558 | -69.20453 |!*|   -30|-0.000100 |    |19.45|  0.000|0|0|1|2|1|0|0
4205|GALEXASC J224406.56-703222.1  |341.02721 | -70.53925 |!*|   -30|-0.000100 |    |18.17|  0.000|0|0|5|3|1|0|0
4206|GALEXASC J224210.99-715018.1  |340.54708 | -71.83794 |!*|   -30|-0.000100 |    |18.10|  0.000|0|0|4|3|1|0|0
4207|GALEXASC J223614.30-713948.5  |339.05975 | -71.66400 |!*|   -30|-0.000100 |    |18.43|  0.000|0|0|5|3|1|0|0
4208|GALEXASC J002129.27-631001.8  |  5.37300 | -63.16636 |!*|   -30|-0.000100 |:   |18.78|  0.000|0|0|5|3|1|0|0
4209|2dFGRS S826Z201|  4.69854 | -63.72847 |!*|   -30|-0.000100 |    |19.41|  0.000|0|0|1|2|1|0|0
4210|2dFGRS S372Z119| 16.00667 | -30.70819 |!*|   -30|-0.000100 |    |17.49|  0.000|4|0|1|2|1|0|0
4211|2dFGRS S913Z360| 40.41517 | -61.13297 |!*|   -30|-0.000100 |    |18.11|  0.000|0|0|1|2|1|0|0
4212|GALEXASC J011117.59-611936.1  | 17.82504 | -61.32600 |!*|   -30|-0.000100 |    |18.38|  0.000|0|0|5|3|1|0|0
4213|2dFGRS S913Z205| 41.61625 | -61.48203 |!*|   -30|-0.000100 |    |18.39|  0.000|0|0|1|2|1|0|0
4214|2dFGRS S913Z328| 40.73708 | -61.84614 |!*|   -30|-0.000100 |    |19.08|  0.000|0|0|1|2|1|0|0
4215|2dFGRS S913Z221| 41.48979 | -61.49489 |!*|   -30|-0.000100 |    |19.32|  0.000|0|0|1|2|1|0|0
4216|2dFGRS S902Z581| 18.15700 | -61.37689 |!*|   -30|-0.000100 |    |19.39|  0.000|0|0|1|2|1|0|0
4217|GALEXASC J023541.32-612453.5  | 38.92467 | -61.41425 |!*|   -30|-0.000100 |    |18.51|  0.000|0|0|8|4|1|0|0
4218|GALEXASC J023825.36-613248.8  | 39.60629 | -61.54611 |!*|   -30|-0.000100 |    |18.51|  0.000|0|0|9|4|1|0|0
4219|GALEXASC J214318.25-603936.8  |325.82671 | -60.66006 |!*|   -30|-0.000100 |    |19.22|  0.000|0|0|5|3|1|0|0
4220|2dFGRS S820Z095|312.29233 | -58.75119 |!*|   -30|-0.000100 |    |19.36|  0.000|0|0|1|2|1|0|0
4221|2dFGRS S820Z320|310.59442 | -58.05922 |!*|   -30|-0.000100 |    |19.38|  0.000|0|0|1|2|1|0|0
4222|2dFGRS S820Z060|312.66500 | -58.73819 |!*|   -30|-0.000100 |    |19.62|  0.000|0|0|1|2|1|0|0
4223|2dFGRS S820Z236|311.15167 | -58.73181 |!*|   -30|-0.000100 |    |19.65|  0.000|0|0|1|2|1|0|0
4224|2dFGRS S820Z640|309.96733 | -59.12311 |!*|   -30|-0.000100 |    |19.68|  0.000|0|0|1|2|1|0|0
4225|GALEXASC J213903.80-600547.7  |324.76587 | -60.09703 |!*|   -30|-0.000100 |    |18.55|  0.000|0|0|5|3|1|0|0
4226|2dFGRS S908Z088|347.29646 | -60.75883 |!*|   -30|-0.000100 |    |18.86|  0.000|0|0|1|2|1|0|0
4227|2dFGRS S918Z134|325.01488 | -60.03331 |!*|   -30|-0.000100 |    |17.6r|  0.000|0|0|1|2|1|0|0
4228|2dFGRS S805Z458|359.74508 | -56.58006 |!*|   -30|-0.000100 |    |18.79|  0.000|0|0|1|2|1|0|0
4229|2dFGRS S827Z108| 18.69342 | -55.66044 |!*|   -30|-0.000100 |    |18.11|  0.000|0|0|1|2|1|0|0
4230|GALEXASC J012036.61-561511.9  | 20.15254 | -56.25294 |!*|   -30|-0.000100 |    |18.39|  0.000|0|0|5|3|1|0|0
4231|GALEXASC J023729.33-541646.5  | 39.37283 | -54.27919 |!*|   -30|-0.000100 |    |17.96|  0.000|0|0|4|3|1|0|0
4232|2dFGRS S857Z530| 37.68146 | -54.79569 |!*|   -30|-0.000100 |    |18.74|  0.000|0|0|1|2|1|0|0
4233|2dFGRS S845Z031| 42.86517 | -55.59175 |!*|   -30|-0.000100 |    |19.33|  0.000|0|0|1|2|1|0|0
4234|2dFGRS S845Z347| 42.26850 | -56.46578 |!*|   -30|-0.000100 |    |19.44|  0.000|0|0|1|2|1|0|0
4235|2dFGRS S877Z065| 62.01675 | -54.54325 |!*|   -30|-0.000100 |    |19.23|  0.000|0|0|1|2|1|0|0
4236|2dFGRS S868Z079| 67.71662 | -55.59939 |!*|   -30|-0.000100 |    |18.74|  0.000|1|0|4|2|1|0|0
4237|2dFGRS S868Z440| 67.46167 | -56.40361 |!*|   -30|-0.000100 |    |19.38|  0.000|0|0|1|2|1|0|0
4238|GALEXASC J221307.93-565158.8  |333.28246 | -56.86625 |!*|   -30|-0.000100 |    |18.03|  0.000|0|0|4|3|1|0|0
4239|2dFGRS S812Z285|332.94654 | -56.58711 |!*|   -30|-0.000100 |    |19.29|  0.000|0|0|1|2|1|0|0
4240|2dFGRS S915Z260|343.25025 | -53.53800 |!*|   -30|-0.000100 |    |18.75|  0.000|0|0|1|2|1|0|0
4241|2dFGRS S915Z262|343.12975 | -53.74706 |!*|   -30|-0.000100 |    |18.76|  0.000|0|0|1|2|1|0|0
4242|2dFGRS S915Z499|343.78008 | -54.20944 |!*|   -30|-0.000100 |    |19.35|  0.000|0|0|1|2|1|0|0
4243|GALEXASC J225900.29-540440.3  |344.75092 | -54.07800 |!*|   -30|-0.000100 |    |19.36|  0.000|0|0|4|3|1|0|0
4244|2dFGRS S905Z028|319.02567 | -48.91425 |!*|   -30|-0.000100 |    |18.45|  0.000|0|0|1|2|1|0|0
4245|2dFGRS S905Z362|318.75183 | -49.97339 |!*|   -30|-0.000100 |    |19.17|  0.000|0|0|1|2|1|0|0
4246|GALEXASC J213003.52-501456.9  |322.51458 | -50.24942 |!*|   -30|-0.000100 |    |18.59|  0.000|0|0|5|2|1|0|0
4247|2dFGRS S851Z189|324.53479 | -49.35197 |!*|   -30|-0.000100 |    |18.96|  0.000|0|0|1|1|1|0|0
4248|2dFGRS S823Z252|329.08375 | -51.77497 |!*|   -30|-0.000100 |    |19.11|  0.000|0|0|1|1|1|0|0
4249|GALEXASC J215558.79-511044.2  |328.99563 | -51.17950 |!*|   -30|-0.000100 |:   |19.13|  0.000|0|0|5|2|1|0|0
4250|2dFGRS S851Z203|324.48088 | -49.68242 |!*|   -30|-0.000100 |    |19.26|  0.000|0|0|1|1|1|0|0
4251|GALEXASC J213422.27-500155.0  |323.59275 | -50.03228 |!*|   -30|-0.000100 |    |19.33|  0.000|0|0|5|2|1|0|0
4252|2dFGRS S851Z301|324.09525 | -49.47744 |!*|   -30|-0.000100 |    |19.39|  0.000|0|0|1|1|1|0|0
4253|2dFGRS S851Z306|324.11517 | -50.86647 |!*|   -30|-0.000100 |    |19.54|  0.000|0|0|1|1|1|0|0
4254|2dFGRS S890Z220|  8.63608 | -45.59394 |!*|   -30|-0.000100 |    |18.57|  0.000|0|0|1|2|1|0|0
4255|GALEXASC J003454.02-442900.3  |  8.72521 | -44.48250 |!*|   -30|-0.000100 |    |18.75|  0.000|0|0|9|4|1|0|0
4256|2dFGRS S875Z217| 38.44296 | -47.01000 |!*|   -30|-0.000100 |    |18.07|  0.000|0|0|1|2|1|0|0
4257|GALEXASC J034134.43-462910.6  | 55.39375 | -46.48661 |!*|   -30|-0.000100 |    |18.35|  0.000|0|0|5|3|1|0|0
4258|2dFGRS S907Z192| 61.52933 | -42.81408 |!*|   -30|-0.000100 |    |18.81|  0.000|0|0|1|2|1|0|0
4259|2dFGRS S907Z174| 61.70742 | -42.82406 |!*|   -30|-0.000100 |    |19.07|  0.000|0|0|1|2|1|0|0
4260|2dFGRS S876Z220|317.17479 | -45.10917 |!*|   -30|-0.000100 |    |19.24|  0.000|0|0|1|2|1|0|0
4261|2dFGRS S925Z289|330.24404 | -46.76403 |!*|   -30|-0.000100 |    |18.70|  0.000|0|0|1|2|1|0|0
4262|2dFGRS S925Z491|329.41433 | -46.82831 |!*|   -30|-0.000100 |    |19.03|  0.000|0|0|1|2|1|0|0
4263|2dFGRS S907Z443| 62.64471 | -42.29564 |!*|   -30|-0.000100 |    |19.51|  0.000|0|0|1|2|1|0|0
4264|GALEXASC J213832.51-404057.9  |324.63529 | -40.68347 |!*|   -30|-0.000100 |    |18.74|  0.000|0|0|4|3|1|0|0
4265|GALEXASC J233538.62-401908.9  |353.91125 | -40.31936 |!*|   -30|-0.000100 |    |17.35|  0.000|0|0|5|3|1|0|0
4266|2dFGRS S811Z422|352.99729 | -40.98453 |!*|   -30|-0.000100 |    |17.82|  0.000|0|0|1|2|1|0|0
4267|2dFGRS S811Z481|352.54883 | -40.98497 |!*|   -30|-0.000100 |    |19.10|  0.000|0|0|1|2|1|0|0
4268|GALEXASC J000507.42-332333.1  |  1.28033 | -33.39253 |!*|   -30|-0.000100 |    |16.28|  0.000|0|0|5|3|1|0|1
4269|GALEXASC J000347.11-331112.1  |  0.94612 | -33.18631 |!*|   -30|-0.000100 |    |18.52|  0.000|0|0|5|3|1|0|0
4270|2dFGRS S553Z148|  4.64054 | -34.12519 |!*|   -30|-0.000100 |    |18.56|  0.000|0|0|1|2|1|0|0
4271|2dFGRS S547Z280|358.19088 | -34.01742 |!*|   -30|-0.000100 |    |19.02|  0.000|0|0|1|2|1|0|0
4272|GALEXASC J002902.44-341338.9  |  7.26000 | -34.22742 |!*|   -30|-0.000100 |    |19.02|  0.000|0|0|5|3|1|0|0
4273|2dFGRS S548Z033|  0.03567 | -34.98081 |!*|   -30|-0.000100 |    |19.11|  0.000|0|0|1|2|1|0|0
4274|GALEXASC J235250.75-341735.8  |358.21221 | -34.29386 |!*|   -30|-0.000100 |    |19.17|  0.000|0|0|5|3|1|0|0
4275|GALEXASC J235124.18-325321.1  |357.85017 | -32.89019 |!*|   -30|-0.000100 |    |19.34|  0.000|0|0|5|3|1|0|0
4276|2dFGRS S554Z327|  3.88650 | -34.17269 |!*|   -30|-0.000100 |    |19.36|  0.000|0|0|1|2|1|0|0
4277|2dFGRS S552Z044|  3.33217 | -34.85936 |!*|   -30|-0.000100 |    |19.36|  0.000|0|0|1|2|1|0|0
4278|2dFGRS S554Z049|  3.25433 | -35.14894 |!*|   -30|-0.000100 |    |19.40|  0.000|0|0|1|2|1|0|0
4279|GALEXASC J002937.05-343252.0  |  7.40379 | -34.54811 |!*|   -30|-0.000100 |:   |19.42|  0.000|0|0|4|3|1|0|0
4280|GALEXASC J003409.09-331050.5  |  8.53838 | -33.17986 |!*|   -30|-0.000100 |:   |19.45|  0.000|0|0|9|4|1|0|0
4281|2dFGRS S548Z255|359.07879 | -33.94533 |!*|   -30|-0.000100 |:   |19.48|  0.000|0|0|1|2|1|0|0
4282|GALEXASC J011816.09-343555.2  | 19.56658 | -34.59903 |!*|   -30|-0.000100 |    |17.45|  0.000|0|0|4|3|1|0|1
4283|2dFGRS S506Z184| 19.95321 | -33.22011 |!*|   -30|-0.000100 |    |17.50|  0.000|0|0|1|2|1|0|0
4284|2dFGRS S562Z083| 14.88087 | -35.33711 |!*|   -30|-0.000100 |    |17.54|  0.000|0|0|1|2|1|0|1
4285|GALEXASC J011132.31-331947.4  | 17.88533 | -33.33047 |!*|   -30|-0.000100 |    |18.43|  0.000|0|0|5|3|1|0|0
4286|2dFGRS S504Z208| 16.75858 | -33.65939 |!*|   -30|-0.000100 |    |18.45|  0.000|0|0|1|2|1|0|0
4287|GALEXMSC J013452.50-323900.9  | 23.71763 | -32.65000 |!*|   -30|-0.000100 |    |18.59|  0.000|0|0|5|3|1|0|0
4288|2dFGRS S510Z291| 24.32042 | -32.88842 |!*|   -30|-0.000100 |    |18.61|  0.000|0|0|1|2|1|0|0
4289|GALEXASC J012535.20-321721.8  | 21.39646 | -32.28975 |!*|   -30|-0.000100 |    |18.71|  0.000|0|0|5|3|1|0|0
4290|2dFGRS S561Z328| 13.56383 | -34.67056 |!*|   -30|-0.000100 |    |18.84|  0.000|0|0|1|2|1|0|0
4291|2dFGRS S503Z100| 15.03375 | -33.47728 |!*|   -30|-0.000100 |    |18.85|  0.000|0|0|1|2|1|0|0
4292|GALEXASC J011738.04-351355.4  | 19.40925 | -35.23089 |!*|   -30|-0.000100 |    |18.86|  0.000|0|0|5|3|1|0|0
4293|GALEXASC J005241.01-331207.1  | 13.17183 | -33.20239 |!*|   -30|-0.000100 |    |19.04|  0.000|0|0|5|3|1|0|0
4294|2dFGRS S445Z045| 14.80588 | -32.34119 |!*|   -30|-0.000100 |    |19.11|  0.000|0|0|1|2|1|0|0
4295|2dFGRS S564Z301| 18.98875 | -34.96236 |!*|   -30|-0.000100 |    |19.12|  0.000|0|0|1|2|1|0|0
4296|GALEXASC J011447.62-342107.7  | 18.69883 | -34.35258 |!*|   -30|-0.000100 |    |19.29|  0.000|0|0|5|3|1|0|0
4297|GALEXASC J005702.44-345530.2  | 14.26025 | -34.92550 |!*|   -30|-0.000100 |    |19.38|  0.000|0|0|9|4|1|0|0
4298|2dFGRS S457Z020| 29.79817 | -32.27939 |!*|   -30|-0.000100 |    |18.28|  0.000|0|0|1|2|1|0|0
4299|2dFGRS S461Z045| 34.60050 | -32.76933 |!*|   -30|-0.000100 |    |18.59|  0.000|0|0|1|2|1|0|0
4300|2dFGRS S457Z064| 29.08638 | -32.48597 |!*|   -30|-0.000100 |    |18.74|  0.000|0|0|1|2|1|0|0
4301|2dFGRS S573Z191| 32.37742 | -35.17139 |!*|   -30|-0.000100 |    |18.89|  0.000|0|0|1|2|1|0|0
4302|GALEXASC J020739.47-331939.3  | 31.91571 | -33.32808 |!*|   -30|-0.000100 |    |18.91|  0.000|0|0|5|3|1|0|0
4303|GALEXMSC J022410.08-340222.0  | 36.04300 | -34.03944 |!*|   -30|-0.000100 |    |18.91|  0.000|0|0|5|3|1|0|0
4304|2dFGRS S516Z044| 35.43921 | -33.79544 |!*|   -30|-0.000100 |    |18.93|  0.000|0|0|1|2|1|0|0
4305|2dFGRS S628Z121| 27.55525 | -35.82714 |!*|   -30|-0.000100 |    |19.09|  0.000|0|0|1|2|1|0|0
4306|2dFGRS S515Z039| 33.22342 | -33.16761 |!*|   -30|-0.000100 |    |19.12|  0.000|0|0|1|2|1|0|0
4307|2dFGRS S516Z203| 34.39162 | -33.00733 |!*|   -30|-0.000100 |    |19.23|  0.000|0|0|1|2|1|0|0
4308|GALEXMSC J022340.19-330245.3  | 35.91858 | -33.04514 |!*|   -30|-0.000100 |:   |19.24|  0.000|0|0|5|3|1|0|0
4309|2dFGRS S451Z076| 22.21771 | -32.90786 |!*|   -30|-0.000100 |    |19.28|  0.000|0|0|1|2|1|0|0
4310|2dFGRS S520Z001| 39.52079 | -33.16122 |!*|   -30|-0.000100 |    |19.40|  0.000|0|0|1|2|1|0|0
4311|2dFGRS S518Z127| 37.80392 | -32.49489 |!*|   -30|-0.000100 |    |19.42|  0.000|0|0|1|2|1|0|0
4312|2dFGRS S572Z352| 30.00287 | -35.23719 |!*|   -30|-0.000100 |    |19.48|  0.000|0|0|1|2|1|0|0
4313|GALEXASC J021458.47-354228.7  | 33.74354 | -35.70797 |!*|   -30|-0.000100 |    |18.40|  0.000|0|0|5|3|1|0|0
4314|2dFGRS S520Z227| 40.33033 | -33.34294 |!*|   -30|-0.000100 |    |18.48|  0.000|0|0|1|2|1|0|0
4315|2dFGRS S465Z090| 39.68775 | -32.61944 |!*|   -30|-0.000100 |    |18.78|  0.000|0|0|1|2|1|0|0
4316|GALEXASC J022605.04-344453.7  | 36.52104 | -34.74803 |!*|   -30|-0.000100 |    |18.87|  0.000|0|0|5|3|1|0|0
4317|2dFGRS S575Z155| 36.13346 | -35.38117 |!*|   -30|-0.000100 |    |18.95|  0.000|0|0|1|2|1|0|0
4318|GALEXMSC J024158.94-331601.1  | 40.49596 | -33.26703 |!*|   -30|-0.000100 |    |19.04|  0.000|0|0|5|3|1|0|0
4319|2dFGRS S520Z240| 40.22425 | -33.49150 |!*|   -30|-0.000100 |    |19.09|  0.000|0|0|1|2|1|0|0
