#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-10-14T19:43:18 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ543d562336ef	
#INFO	-out.max=unlimited	
#INFO	queryParameters=27	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=VII/155/rc3
#-nav=cat:VII/155&tab:{VII/155/rc3}&key:source=VII/155&HTTPPRM:&&-ref=VIZ543d562336ef&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=RA2000&-out=DE2000&-out=name&-out=altname&-out=PGC&-out=type&-out=T&-out=lumcl&-out=D25&-out=R25&-out=PA&-out=BT&-out=BT_code&-out=BoT&-out=V21&-out=cz&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=VII/155/rc3
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VII/155/rc3
#-order=I
#-out=RA2000
#-out=DE2000
#-out=name
#-out=altname
#-out=PGC
#-out=type
#-out=T
#-out=lumcl
#-out=D25
#-out=R25
#-out=PA
#-out=BT
#-out=BT_code
#-out=BoT
#-out=V21
#-out=cz
#

#RESOURCE=yCat_7155
#Name: VII/155
#Title: Third Reference Cat. of Bright Galaxies (RC3) (de Vaucouleurs+ 1991)
#Coosys	B2000:	eq_FK4 B2000
#Table	VII_155_rc3:
#Name: VII/155/rc3
#Title: The revised RC3 catalog
#Column	RA2000	(A10)	Right Ascension 2000 (hours)	[ucd=pos.eq.ra;meta.main]
#Column	DE2000	(A9)	Declination 2000 (degrees)	[ucd=pos.eq.dec;meta.main]
#Column	name	(a12)	Name	[ucd=meta.id]
#Column	altname	(a15)	Alternate name	[ucd=meta.id]
#Column	PGC	(a11)	PGC number	[ucd=meta.id;meta.main]
#Column	type	(a7)	Type	[ucd=src.morph.type]
#Column	T	(F4.1)	? T (Hubble stage)	[ucd=src.morph.type]
#Column	lumcl	(F4.1)	? Luminosity class (file "\begin{tex}\vFile{VII/155/./mtypes.tex}{mtypes.tex}\end{tex}")	[ucd=src.class.luminosity]
#Column	D25	(F5.2)	? Log D25	[ucd=phys.angSize;src]
#Column	R25	(F5.2)	? Log R25 (isophotal diameter ratio)	[ucd=phys.size;arith.ratio]
#Column	PA	(I3)	? Position angle of the major axis [NULL integer written as an empty string]	[ucd=pos.posAng]
#Column	BT	(F5.2)	? BT (total B magnitude)	[ucd=phot.mag;em.opt.B]
#Column	BT_code	(A1)	? BT code	[ucd=meta.code]
#Column	BoT	(F5.2)	? BoT	[ucd=phot.mag;em.opt.B]
#Column	V21	(I5)	? V21 (heliocentric radial velocity) [NULL integer written as an empty string]	[ucd=phys.veloc;pos.heliocentric]
#Column	cz	(I5)	? Vopt= cz [NULL integer written as an empty string]	[ucd=phys.veloc;pos.heliocentric]
#RA2000;DE2000;name;altname;PGC;type;T;lumcl;D25;R25;PA;BT;BT_code;BoT;V21;cz
#"h:m:s";"d:m:s"; ; ; ; ; ; ;[0.1arcmin]; ;deg;mag; ;mag;km/s;km/s
#----------;---------;------------;---------------;-----------;-------;----;----;-----;-----;---;-----;-;-----;-----;-----
21 26 06.0;+14 10 00;NGC  7066   ; UGC 11741     ;PGC66747   ;.S?....;    ;    ; 0.98; 0.00;   ;     ; ;14.39; 5132;
21 26 12.0;+09 48 00;            ; UGC 11740     ;PGC66752   ;.S?....;    ;    ; 1.17; 0.50;122;     ; ;13.46; 6429;
21 26 22.0;-39 53 17;            ; ESO  342- 48  ;PGC66761   ;.L?....;    ;    ; 0.99; 0.21; 43;     ; ;14.35;     ; 5800
21 26 42.2;-06 59 44;NGC  7065   ; MCG -1-54- 17 ;PGC66766   ;.SBR2?.; 2.3; 4.2; 1.01; 0.08;   ;     ; ;     ;     ; 7424
21 26 43.7;-21 49 58;            ; ESO  599- 12  ;PGC66768   ;.L?....;    ;    ; 1.01; 0.13; 34;     ; ;14.40;     ;10820
21 26 54.0;+37 56 00;            ; UGC 11745     ;PGC66771   ;.S..4..; 4.0;    ; 1.11; 0.36;  0;     ; ;     ; 7684;
21 26 57.7;-07 01 20;NGC  7065A  ; MCG -1-54- 18 ;PGC66774   ;.SXR5P?; 5.0;    ; 1.17; 0.04;   ;13.10;V;     ;     ; 7395
21 27 02.6;-22 59 33;            ; ESO  530- 47  ;PGC66776   ;PSXR1..; 1.0;    ; 1.02; 0.29; 55;     ; ;14.58;     ; 9747
21 27 21.5;-60 00 51;NGC  7059   ; ESO  145-  5  ;PGC66784   ;.SXT5..; 5.0; 4.9; 1.54; 0.32; 98;12.35; ;11.90; 1742; 1721
21 27 27.0;-49 03 50;NGC  7061   ; ESO  236- 13  ;PGC66785   ;.E+4...;-5.0;    ; 1.09; 0.22;137;     ; ;     ;     ;
21 27 29.1;-49 06 14;            ; ESO  236- 14  ;PGC66786   ;.L?....;    ;    ; 1.04; 0.71; 27;     ; ;14.67;     ; 9600
21 27 31.8;-60 49 27;            ; ESO  145-  6  ;PGC66787   ;.L?....;    ;    ; 1.16; 0.62; 99;14.47; ;14.30;     ; 4200
21 27 55.3;-20 25 42;            ; ESO  599- 14  ;PGC66800   ;.S?....;    ;    ; 0.87; 0.26;175;     ; ;14.68;     ;11366
21 28 05.9;-01 38 52;NGC  7069   ; UGC 11747     ;PGC66807   ;.LXS-?.;-3.0;    ; 1.13; 0.19; 20;     ; ;     ;     ;
21 28 15.2;-37 51 42;A   2125-38 ; ESO  342- 50  ;PGC66812   ;.SAT5P?; 4.8; 2.5; 1.35; 0.27; 19;12.88; ;12.44;     ; 2567
21 28 38.0;-70 50 06;IC   5106   ; ESO   75-  9  ;PGC66824   ;.LB.-..;-3.0;    ; 1.14; 0.16;143;     ; ;13.61;     ; 3844
21 28 48.0;+20 30 00;            ; UGC 11749     ;PGC66826   ;.SB.3..; 3.0;    ; 1.13; 0.09;   ;     ; ;13.64; 5312;
21 28 48.0;+25 01 00;            ; UGC 11752     ;PGC66829   ;.S..4..; 4.0;    ; 1.00; 0.73; 58;     ; ;     ;     ;
21 28 51.2;+31 50 09;            ; UGC 11753     ;PGC66831   ;.SBR3..; 3.0;    ; 1.04; 0.00;   ;     ; ;13.82; 4589;
21 29 02.4;-52 45 58;NGC  7064   ; ESO  188-  9  ;PGC66836   ;.SBS5$/; 5.0; 4.4; 1.58; 0.79; 91;13.10;S;11.73;  860;  814
21 29 05.8;-41 46 40;            ; ESO  342- 52  ;PGC66839   ;.SBR2..; 2.2;    ; 1.07; 0.17;   ;     ; ;     ;     ;
21 29 13.0;-74 04 12;IC   5103   ; ESO   47- 31  ;PGC66841   ;PSBS5*.; 4.8; 2.8; 1.05; 0.14; 40;     ; ;     ;     ;
21 29 30.5;-23 07 02;            ; ESO  530- 53  ;PGC66848   ;.SBR0?.;-0.1;    ; 0.94; 0.48;100;     ; ;     ;     ;
21 29 30.0;+27 19 00;            ; UGC 11754     ;PGC66849   ;.SX.6..; 6.0;    ; 1.25; 0.05;   ;     ; ;14.31; 4826;
21 29 37.9;-21 11 44;IC   1386   ; ESO  599- 16  ;PGC66852   ;.LA.-*.;-3.0;    ; 1.05; 0.10;130;14.23; ;13.81;     ;10682
21 29 59.7;+02 24 51;NGC  7077   ; UGC 11755     ;PGC66860   ;.L..-P?;-3.5;    ; 0.92; 0.06;160;     ; ;13.94; 1146; 1123
21 30 01.7;+26 43 05;NGC  7080   ; UGC 11756     ;PGC66861   ;.SBR3..; 3.0; 2.2; 1.26; 0.02;   ;13.13; ;12.83; 4839; 4806
21 30 21.9;-40 26 18;            ; ESO  343-  1  ;PGC66865   ;RSBS2*.; 2.2;    ; 1.13; 0.33; 54;     ; ;13.95;     ; 4902
21 30 25.1;+41 50 37;            ; UGC 11757     ;PGC66867   ;.SB.2..; 2.0;    ; 1.16; 0.16; 85;     ; ;     ;     ;
21 30 25.3;-43 05 12;NGC  7070   ; ESO  287- 28  ;PGC66869   ;.SAS6..; 6.0; 4.8; 1.37; 0.11;   ;12.80;M;12.55; 2393;
21 30 25.4;-43 12 06;NGC  7072A  ; ESO  287- 29  ;PGC66870   ;.SXS5*.; 5.0; 3.3; 0.92; 0.15;125;14.32; ;     ;     ;
21 30 34.2;-33 38 59;            ; ESO  403-  3  ;PGC66872   ;.S..5..; 5.0;    ; 1.21; 1.20;155;     ; ;     ;     ;
21 30 37.3;-43 09 11;NGC  7072   ; ESO  287- 31  ;PGC66874   ;.SXS7?.; 6.5; 6.7; 0.93; 0.11; 90;     ; ;14.06;     ; 4925
21 30 43.1;-60 00 06;IC   5110   ; ESO  145-  7  ;PGC66878   ;       ;    ;    ; 1.15; 0.12;   ;13.90; ;13.86;     ; 8793
21 30 54.0;+13 59 00;            ; UGC 11758     ;PGC66880   ;.S?....;    ;    ; 1.17; 0.85; 60;     ; ;13.59; 8613;
21 31 07.7;-30 16 28;            ; ESO  465-  4  ;PGC66886   ;.L?....;    ;    ; 1.08; 0.08;   ;     ; ;     ;     ;10037
21 31 22.9;+02 29 32;NGC  7081   ; UGC 11759     ;PGC66891   ;.S..3P?; 3.0;    ; 1.13; 0.01;   ;     ; ;13.27; 3273; 3251
21 31 28.7;-36 10 09;            ; ESO  403-  4  ;PGC66894   ;PSBS1..; 1.0;    ; 0.95; 0.41;120;     ; ;     ;     ;
21 31 32.5;-38 37 03;NGC  7075   ; ESO  343-  4  ;PGC66895   ;.E+..?.;-3.8;    ; 1.08; 0.13;116;13.76; ;13.58;     ; 5444
21 31 35.4;-46 53 09;            ; ESO  287- 33  ;PGC66898   ;.SBR5..; 4.7; 1.1; 1.07; 0.06;   ;     ; ;14.30;     ; 9493
21 31 38.4;-34 01 33;            ; ESO  403-  5  ;PGC66901   ;.S?....;    ;    ; 1.06; 0.61; 24;     ; ;14.27;     ;12180
21 31 43.1;-16 04 51;            ;               ;PGC66902   ;.LA.0?.;-2.0;    ; 1.10; 0.16;   ;     ; ;     ;     ;
21 31 40.1;+02 27 02;            ; UGC 11760     ;PGC66904   ;.SXS4P?; 4.0; 3.1; 1.10; 0.08;145;     ; ;13.91; 3259;
21 31 44.4;-76 28 47;            ; ESO   47- 34  ;PGC66908   ;.L..../;-2.0;    ; 1.20; 0.73;154;14.19; ;13.69;     ; 3951
21 31 47.7;-42 50 44;NGC  7070A  ; ESO  287- 34  ;PGC66909   ;.I.0...;90.0;    ; 1.28; 0.11;167;13.32; ;     ;     ; 2391
21 31 53.1;-46 03 32;            ; ESO  287- 35  ;PGC66912   ;.SXR1*.; 0.5;    ; 1.08; 0.30; 18;     ; ;13.89;     ; 9211
21 32 26.9;-23 56 54;            ; ESO  531-  2  ;PGC66929   ;.LAS0*.;-2.0;    ; 1.25; 0.16;   ;     ; ;     ;     ;19584
21 32 27.7;+10 08 22;            ; UGC 11763     ;PGC66930   ;.S?....;    ;    ; 0.66; 0.39; 65;14.60;v;13.60;18880;18313
21 32 35.1;-44 04 00;NGC  7079   ; ESO  287- 36  ;PGC66934   ;.LBS0..;-2.0;    ; 1.33; 0.21; 82;12.46; ;12.36;     ; 2663
21 32 51.4;-60 41 48;            ;               ;PGC66943   ;       ;    ;    ;     ;     ;   ;15.60; ;15.40;     ; 8616
21 32 51.7;-72 39 43;IC   5108   ; ESO   48- 25  ;PGC66944   ;PSBT5*.; 4.7; 3.3; 1.06; 0.41;101;     ; ;     ;     ;
21 33 06.0;+08 00 00;            ; UGC 11764     ;PGC66949   ;.S..9*.; 9.0;    ; 0.96; 0.00;   ;     ; ;     ; 3484;
21 33 12.5;-64 38 24;            ; ESO  107- 32  ;PGC66950   ;PSBT1..; 1.0;    ; 0.99; 0.08;160;     ; ;     ;     ;
21 33 30.0;+08 46 00;            ; UGC 11765     ;PGC66958   ;.S..3..; 3.0;    ; 1.00; 0.25; 80;     ; ;14.45; 6670;
21 33 44.3;-63 34 46;            ; ESO  107- 35  ;PGC66964   ;.L?....;    ;    ; 0.84; 0.06;   ;     ; ;14.69;     ;11806
21 33 42.0;+41 49 00;            ; UGC 11767     ;PGC66965   ;.S..8*.; 8.0;    ; 1.04; 0.37;155;     ; ;     ;     ;
21 34 00.0;+21 49 00;IC   5119   ; UGC 11766     ;PGC66969   ;.S..1..; 1.0;    ; 0.96; 0.59;150;     ; ;14.30; 5303;
21 34 07.8;-36 39 08;NGC  7091   ; ESO  403-  8  ;PGC66972   ;.SBS8*.; 7.7; 7.8; 1.32; 0.09;   ;     ; ;13.22;     ; 2596
21 34 07.9;-20 28 14;            ; ESO  599- 20  ;PGC66973   ;.SXS2P/; 2.3; 3.9; 1.17; 0.61;132;     ; ;14.21;     ;10747
21 34 06.8;-53 34 19;            ;               ;PGC66975   ;       ;    ;    ;     ;     ;   ;15.80; ;15.44;     ;23523
21 34 12.0;+08 39 00;A   2131+08 ; CGCG 402-  6  ;PGC66978   ;       ;    ;    ; 0.66; 0.22;   ;     ; ;15.36;     ; 8795
21 34 24.0;+26 21 00;            ; UGC 11769     ;PGC66983   ;.S..3..; 3.0;    ; 1.10; 0.35;142;     ; ;14.18; 6438;
21 34 28.3;-33 23 07;            ; ESO  403-  9  ;PGC66984   ;.S..1P/; 1.0;    ; 1.15; 0.54; 99;     ; ;14.12;     ; 7682
21 34 32.0;-44 18 49;            ; ESO  287- 37  ;PGC66985   ;.SBS8*.; 8.3; 7.8; 1.21; 0.07;   ;     ; ;13.57;     ; 2604
21 34 30.0;+18 57 00;            ; UGC 11768     ;PGC66986   ;.S..4..; 4.0;    ; 1.00; 0.94; 51;     ; ;     ; 6607;
21 34 33.5;-40 49 01;NGC  7087   ; ESO  343-  8  ;PGC66988   ;.SBS2*.; 2.0;    ; 1.05; 0.24; 39;13.72; ;13.43;     ; 5087
21 34 44.4;-13 18 42;            ;               ;PGC66991   ;.IBS9..;10.0; 9.8; 1.11; 0.13;   ;     ; ;     ;     ;
21 34 42.0;-13 30 00;            ; UGCA  420     ;PGC66992   ;.I..9*.;10.0;    ; 1.11; 0.12;   ;     ; ;     ; 2920;
21 34 42.0;+70 47 00;            ; UGC 11779     ;PGC66993   ;.S..8*.; 8.0;    ; 1.04; 0.59;164;     ; ;     ; 2403;
21 34 48.3;-40 43 12;            ; ESO  343-  9  ;PGC66995   ;.S?....;    ;    ; 0.93; 0.31;  5;     ; ;14.40;     ; 6722
21 35 16.7;-61 57 32;            ;               ;PGC67010   ;       ;    ;    ;     ;     ;   ;15.98; ;15.69;     ;16774
21 35 24.0;+23 28 00;            ; UGC 11771     ;PGC67015   ;.S..6*.; 6.0;    ; 1.14; 0.69;143;     ; ;     ; 1665;
21 35 32.2;+35 23 53;IC   1392   ; UGC 11772     ;PGC67017   ;.L..-*.;-3.0;    ; 1.20; 0.09; 75;     ; ;11.33;     ; 4371
21 35 33.0;-82 54 11;            ; ESO   11-  3  ;PGC67018   ;       ;    ;    ; 0.97; 0.26; 17;13.30;V;14.08;     ; 2526
21 35 45.5;-63 54 17;NGC  7083   ; ESO  107- 36  ;PGC67023   ;.SAS4..; 4.0; 2.3; 1.59; 0.22;  5;11.87; ;11.50; 3109; 3059
21 35 47.7;+35 21 05;            ; UGC 11775     ;PGC67025   ;.L.....;-2.0;    ; 1.00; 0.38; 50;     ; ;     ;     ;
21 36 00.5;-76 20 48;            ; ESO   48-  2  ;PGC67028   ;.S..3./; 3.0;    ; 1.37; 0.60; 92;     ; ;13.25;     ; 3901
21 36 02.5;+28 07 01;            ; UGC 11777     ;PGC67029   ;.S..9*.; 9.0;    ; 1.11; 0.11;   ;     ; ;     ; 4930;
21 36 06.0;+09 39 00;            ; UGC 11773     ;PGC67034   ;.S..1..; 1.0;    ; 0.96; 0.51;   ;     ; ;     ;     ;
21 36 06.0;+17 03 00;            ; UGC 11774     ;PGC67035   ;.S..7*.; 7.0;    ; 0.91; 0.09;150;     ; ;     ; 6874;
21 36 10.5;-38 32 39;            ; ESO  343- 13A ;PGC67036   ;.S?....;    ;    ; 1.17; 0.32;   ;     ; ;13.95;     ; 5685
21 36 10.8;-38 32 30;            ; ESO  343- 13B ;PGC67037   ;       ;    ;    ; 1.00; 0.25;   ;     ; ;14.96;     ; 5822
21 36 18.0;+12 14 00;            ; UGC 11776     ;PGC67040   ;.S..6*.; 6.0;    ; 1.06; 0.80;172;     ; ;13.94; 8683;
21 36 28.6;-54 33 27;NGC  7090   ; ESO  188- 12  ;PGC67045   ;.SB.5$/; 5.0;    ; 1.87; 0.77;127;11.33;M;10.25;  857;  777
21 36 39.1;+35 41 38;            ; UGC 11781     ;PGC67049   ;.LX.0..;-2.0;    ; 1.15; 0.11; 75;     ; ;     ;     ;
21 36 48.5;-22 48 19;            ; ESO  531-  9  ;PGC67051   ;.SBR1*.; 1.0;    ; 1.06; 0.48; 38;     ; ;     ;     ; 8432
21 37 05.3;-70 58 56;IC   5116   ; ESO   75- 18  ;PGC67055   ;.S?....;    ;    ; 1.21; 0.13;   ;     ; ;13.58;     ; 3801
21 37 28.2;-47 02 06;            ; ESO  287- 40  ;PGC67061   ;RSXR4P*; 3.7; 1.1; 1.07; 0.10;119;     ; ;     ;     ;
21 37 33.6;-47 19 35;            ; ESO  236- 25  ;PGC67064   ;.S?....;    ;    ; 0.97; 0.04;   ;     ; ;14.00;     ; 9800
21 37 57.3;+31 11 03;            ; UGC 11783     ;PGC67071   ;.S..2..; 2.0;    ; 1.07; 0.32;173;     ; ;     ; 7374;
21 38 08.0;-42 36 16;            ; ESO  287- 42  ;PGC67075   ;.L...?.;-2.0;    ; 0.90; 0.26;121;     ; ;     ;     ;
21 38 06.0;+08 58 00;            ; UGC 11782     ;PGC67076   ;.SBS9..; 9.0;    ; 1.35; 0.23; 35;     ; ;14.15; 1111;
21 38 11.7;-43 55 57;            ; ESO  287- 43  ;PGC67078   ;.S..6?/; 6.0;    ; 1.27; 0.75;111;     ; ;13.38;     ; 2510
21 38 13.1;-47 46 22;            ; ESO  236- 26  ;PGC67080   ;.SXR3*.; 3.3;    ; 0.98; 0.14; 32;     ; ;     ;     ;
21 38 42.6;+29 50 15;            ; CGCG 493-  3  ;PGC67087   ;       ;    ;    ;     ;     ;   ;     ; ;14.67; 4941;
21 38 49.6;-64 21 15;IC   5120   ; ESO  107- 41  ;PGC67093   ;.SXS4P?; 4.3; 5.6; 1.29; 0.53;102;     ; ;13.27;     ; 3324
21 39 17.6;+10 19 56;            ; MCG  2-55-  4 ;PGC67106   ;.S?....;    ;    ; 0.94; 0.47;   ;     ; ;14.49;10482;
21 39 24.9;+02 49 23;            ; UGC 11785     ;PGC67109   ;.S..6?/; 5.7;    ; 1.24; 0.89; 61;     ; ;13.62; 4074;
21 39 25.9;-49 09 37;            ; ESO  236- 29  ;PGC67110   ;RSAR1..; 1.4;    ; 1.02; 0.21; 78;     ; ;14.98;     ;16600
21 39 27.2;-83 20 07;            ; ESO   11-  4  ;PGC67113   ;.E+4.*P;-4.0;    ; 0.89; 0.21;  0;     ; ;14.67;     ;17230
21 39 30.0;-50 41 00;            ;               ;PGC67116   ;       ;    ;    ;     ;     ;   ;15.00; ;14.75;     ;16435
21 39 34.8;-76 24 27;            ; ESO   48-  3  ;PGC67117   ;.SBS4*.; 4.3; 3.9; 1.10; 0.47;114;     ; ;     ;     ;
21 39 42.6;-22 00 41;            ; ESO  600-  6  ;PGC67119   ;PSBR1..; 1.0;    ; 1.11; 0.17;106;     ; ;     ;     ;17026
21 39 44.4;+06 17 10;NGC  7102   ; UGC 11786     ;PGC67120   ;.SBT3$.; 3.0;    ; 1.22; 0.19;153;     ;*;     ; 4844; 4821
21 39 50.9;-22 28 23;NGC  7103   ; ESO  531- 15  ;PGC67124   ;.E+1...;-4.0;    ; 1.13; 0.04;   ;     ;*;     ;     ;
21 39 52.1;-36 02 11;            ; ESO  403- 12  ;PGC67125   ;.SXR1P.; 1.0;    ; 1.17; 0.05;   ;     ;*;13.59;     ; 5144
21 39 54.9;-42 52 47;            ; ESO  287- 45  ;PGC67128   ;PSBT3..; 3.3;    ; 1.05; 0.25;  9;     ;*;     ;     ;
21 39 55.0;+24 39 38;            ; CGCG 472-  4  ;PGC67129   ;       ;    ;    ;     ;     ;   ;     ; ;15.28; 8714;
21 40 00.5;-44 05 41;            ; ESO  287- 46  ;PGC67134   ;.SBT5..; 5.2; 3.3; 1.16; 0.22;  3;     ;*;13.94;     ; 4755
21 40 03.4;-63 54 42;            ; ESO  107- 44  ;PGC67139   ;.LXS0?.;-2.3;    ; 1.04; 0.23;  0;     ;*;     ;     ;
21 40 00.0;+25 02 00;            ; UGC 11787     ;PGC67141   ;.S..1..; 1.0;    ; 0.90; 0.12;155;     ;*;14.97; 8731;
21 40 13.4;-42 32 23;NGC  7097   ; ESO  287- 48  ;PGC67146   ;.E.5...;-5.0;    ; 1.29; 0.17; 20;12.61; ;12.51;     ; 2539
21 40 21.3;+12 21 32;            ; MCG  2-55-  7 ;PGC67153   ;.S?....;    ;    ; 1.37; 0.63;   ;     ; ;13.73;     ; 5833
21 40 29.2;-26 31 33;            ; ESO  531- 22  ;PGC67158   ;.S..4*/; 4.0;    ; 1.41; 1.00;  8;     ; ;     ;     ; 3434
21 40 38.2;-42 28 45;NGC  7097A  ; ESO  287- 49  ;PGC67160   ;.E...*.;-5.0;    ; 0.89; 0.24;134;15.11; ;15.05;     ; 2620
21 41 00.7;-82 48 02;            ; ESO   11-  5  ;PGC67162   ;.SBS6*/; 6.0; 6.7; 1.13; 0.67; 49;     ; ;14.81;     ; 2947
21 41 00.0;+01 20 06;            ; UGC 11789     ;PGC67163   ;.S..3..; 3.0;    ; 1.02; 0.24;108;     ; ;     ;     ;
21 41 19.8;-63 54 38;NGC  7096   ; ESO  107- 46  ;PGC67168   ;.SAS1..; 1.0; 1.1; 1.27; 0.06;130;12.82; ;12.64;     ; 2928
21 41 27.9;-39 45 55;            ; ESO  343- 18  ;PGC67171   ;.S..5*/; 5.0;    ; 1.18; 0.77;137;     ; ;13.44;     ; 4924
21 41 29.8;+00 53 38;            ; UGC 11790     ;PGC67173   ;.SAT7*.; 6.5; 5.3; 1.17; 0.12;160;     ; ;14.32; 4540;
21 41 41.4;-10 38 10;            ; MCG -2-55-  1 ;PGC67181   ;PLB.0*.;-2.0;    ; 1.14; 0.23;   ;     ; ;     ;     ;
21 41 42.3;+25 23 22;            ; UGC 11791     ;PGC67182   ;.S..6*.; 6.0;    ; 0.96; 0.51;122;     ; ;     ;17841;
21 41 49.9;-17 26 42;            ; ESO  600-  7  ;PGC67186   ;.S?....;    ;    ; 1.01; 0.01;   ;     ; ;     ;     ; 5917
21 41 50.4;-52 46 19;IC   5125   ; ESO  188- 16  ;PGC67187   ;.S.R4P*; 3.7; 3.3; 0.97; 0.08;   ;     ; ;     ;     ;
21 41 52.8;+31 51 26;            ; CGCG 493-  4  ;PGC67188   ;       ;    ;    ;     ;     ;   ;     ; ;14.81;13060;
21 41 58.1;-34 26 42;NGC  7109   ; ESO  403- 15  ;PGC67192   ;.E...*.;-5.0;    ; 0.92; 0.03;   ;     ; ;     ;     ;
21 42 00.0;+22 42 00;            ; UGC 11793     ;PGC67196   ;.SBS3..; 3.0;    ; 1.11; 0.05;   ;     ; ;14.13; 5627;
21 42 11.9;-34 09 41;NGC  7110   ; ESO  403- 16  ;PGC67199   ;.SBR3*.; 3.4; 5.6; 1.10; 0.31; 76;     ; ;13.72;     ; 5332
21 42 12.0;+05 36 00;            ; UGC 11792     ;PGC67201   ;.S..6*.; 6.0;    ; 1.16; 1.00;160;     ; ;13.73; 4810;
21 42 18.0;+12 29 00;NGC  7112   ; UGC 11794     ;PGC67205   ;.S..2..; 2.0;    ; 1.08; 0.46; 81;     ; ;14.22; 5850;
21 42 26.8;-44 47 35;NGC  7107   ; ESO  287- 52  ;PGC67209   ;.SBS9..; 8.5; 7.0; 1.30; 0.13;   ;13.30; ;13.05; 2198; 2487
21 42 24.0;+23 37 00;            ; UGC 11795     ;PGC67211   ;.I..9..;10.0;    ; 1.04; 0.13;   ;     ; ;     ; 5448;
21 42 32.3;-29 22 10;            ; ESO  466-  1  ;PGC67213   ;.S..2./; 2.0;    ; 1.14; 0.66;104;     ; ;13.70;     ; 7095
21 42 37.1;-52 41 59;NGC  7106   ; ESO  188- 17  ;PGC67215   ;.SXT5*.; 5.0; 2.8; 1.24; 0.23; 81;13.87; ;13.48;     ; 3250
21 42 40.8;+28 56 50;NGC  7116   ; UGC 11796     ;PGC67218   ;.S?....;    ;    ; 1.04; 0.40;105;     ; ;12.98; 3532;
21 42 44.3;-47 59 28;            ; ESO  236- 35  ;PGC67220   ;.SXT6..; 6.3; 6.7; 1.34; 0.28; 50;     ; ;13.44;     ; 2086
21 42 46.5;-51 17 16;            ; ESO  236- 34  ;PGC67222   ;.IBS9..;10.0; 8.9; 1.26; 0.25;  5;     ; ;     ;     ;
21 42 53.0;-47 51 22;            ; ESO  236- 36  ;PGC67224   ;.IBS9*P;10.0;    ; 1.19; 0.38;153;     ; ;     ;     ;
21 42 59.0;-52 40 54;            ; ESO  188- 18A ;PGC67229   ;.S...P/;    ;    ; 1.05; 0.34;   ;     ; ;15.07;     ;
21 43 04.0;-52 41 18;            ; ESO  188- 18B ;PGC67230   ;.L..0P.;-2.0;    ; 1.07; 0.40;   ;     ; ;14.51;     ; 5296
21 43 10.2;-38 37 45;            ; ESO  343- 21  ;PGC67231   ;.SA.1..; 1.0;    ; 1.02; 0.09;   ;     ; ;14.56;     ; 9552
21 43 11.6;-38 58 03;IC   5128   ; ESO  343- 22  ;PGC67232   ;RLB.+..;-1.3;    ; 1.05; 0.24;135;     ; ;13.96;     ; 4741
21 43 17.9;-39 11 09;            ; ESO  343- 23  ;PGC67234   ;.E+3.*.;-4.0;    ; 1.09; 0.14; 48;     ; ;14.67;     ;19654
21 43 21.6;-48 19 09;            ; ESO  236- 37  ;PGC67236   ;.SAT4*.; 3.7; 2.2; 1.17; 0.20; 35;     ; ;13.82;     ; 5567
21 43 30.0;+43 41 00;            ; UGC 11799     ;PGC67246   ;.SB?...;    ;    ; 1.05; 0.04; 40;     ; ;     ; 5338;
21 43 38.8;-25 21 08;NGC  7115   ; ESO  531- 25  ;PGC67248   ;.S..3P.; 3.0;    ; 1.22; 0.63; 66;     ; ;     ;     ; 3556
21 43 51.9;+31 05 15;            ; CGCG 493-  6  ;PGC67252   ;       ;    ;    ;     ;     ;   ;     ; ;14.77;13056;
21 43 54.2;+46 37 03;            ; UGC 11802     ;PGC67255   ;.SB.6?.; 6.0;    ; 0.93; 0.08;120;     ; ;12.78;     ; 3100
21 44 03.4;-43 12 37;            ; ESO  287- 55  ;PGC67256   ;.SXT5P.; 5.3; 3.3; 1.10; 0.10;   ;     ; ;14.07;     ; 8766
21 44 06.5;-36 10 42;            ; ESO  403- 17  ;PGC67258   ;.S?....;    ;    ; 1.18; 0.47;142;     ; ;14.31;     ; 2684
21 44 09.7;-30 00 18;            ; ESO  466-  3  ;PGC67260   ;.S?....;    ;    ; 1.02; 0.41; 45;     ; ;14.60;     ; 9196
21 44 13.4;+46 37 18;            ; UGC 11806     ;PGC67265   ;.SB.3..; 3.0;    ; 1.21; 0.39; 58;     ; ;12.13;     ; 3273
21 44 16.6;-75 06 45;NGC  7098   ; ESO   48-  5  ;PGC67266   ;RSXT1..; 1.0;    ; 1.61; 0.19; 74;12.23; ;11.63;     ; 2399
21 44 23.6;-29 54 30;            ; ESO  466-  4  ;PGC67270   ;.SBS7..; 7.0; 6.7; 1.14; 0.07;   ;     ; ;14.91; 5618;
